Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win UVA,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover UVA,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win UVA,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover UVA,BS Outcome - New BS DUKE,BS Outcome - New BS UVA,Ball Start,Circle Entry,From Zone DUKE,From Zone UVA,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type UVA,Start Type UofL,To Zone DUKE,To Zone UVA,To Zone UofL,Ungrouped,Notes,Flags
Duke vs UVA,4969.996611828667,12.95120640100049,BB Transition DUKE,38,,,,,,,,,,,,,NewBS AMid DUKE,,,,From DMid DUKE,From AMid UVA,,,,Free Hit,,,,,,,,,,"To DMid DUKE, To AMid DUKE",,,", , , Home Game, Q4, BW2 UVA, DUKE 11v11 UVA, DUKE 2 - 3  UVA, Start DMid DUKE, Regular Season, In Conf",,
Duke vs UVA,5055.286326348999,4.67135015400072,BB Transition DUKE,39,,,,,,,,,,,,,,,,,,From A25 UVA,,,,Free Hit,,,,,,,,,,To D25 DUKE,,,", , , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, Start Interception, Regular Season, In Conf",,
Duke vs UVA,5145.991846613332,6.9627264946693685,BB Transition DUKE,40,,,,,,,,,,,,,NewBS AMid DUKE,,,,,From DMid UVA,,,,Free Hit,,,,,,,,,,To AMid DUKE,,,", , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, Start Interception, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs UVA,5211.315885555332,6.235244957667419,BB Transition DUKE,41,,,,,,BW DMid UVA,BL AMid DUKE,,,,,,,,,,,From D25 UVA,,,"Turnover, Duel Lost",,,,,,,,,,,To AMid DUKE,,,", , , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, Start Interception, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs UVA,5227.226417227666,8.275590949667276,BB Transition DUKE,42,,,,,,,,,,TOW DMid UVA,TO AMid DUKE,,,,,,,From DMid UVA,,,"Turnover, Ball Out",,,,,,,,,,,To AMid DUKE,,,", , , Home Game, Q4, DUKE 2 - 3  UVA, DUKE 11v11 UVA, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs UVA,5245.342432130999,4.223134030999063,BB Transition DUKE,43,,,,,,BW DMid UVA,BL AMid DUKE,,,,,,,,,,,From DMid UVA,,,"Turnover, Interception",,,,,,,,,,,To AMid DUKE,,,", , , DUKE 11v11 UVA, In Conf, Home Game, Q4, Regular Season, DUKE 2 - 3  UVA",,
Duke vs UVA,5304.884914335666,3.824946674666535,BB Transition DUKE,44,,,,,,BW DMid UVA,BL AMid DUKE,,,,,,,,,,,From DMid UVA,,,"Turnover, Duel Lost",,,,,,,,,,,To AMid DUKE,,,", , , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, Start Interception, Regular Season, In Conf",,
Duke vs UVA,5484.887403496999,5.019447676667369,BB Transition DUKE,45,,,,,,BW AMid UVA,BL DMid DUKE,,,,,,,,,,,From DMid UVA,,,"Turnover, Interception",,,,,,,,,,,To DMid DUKE,,,", , , Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, Start Interception, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs UVA,122.68465948133263,6.122610466333697,BB DUKE,1,,,,,,,,,,TOW AMid UVA,TO DMid DUKE,,,,BS,,,,,,"Turnover, Ball Out",,,,,,,,,,,To DMid DUKE,,,", , , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs UVA,252.88933525100015,10.415741150666179,BB DUKE,2,,,,,,,,,,TOW A25 UVA,TO D25 DUKE,,,,BS 1,,,,,,"Turnover, Ball Out",,,,,,,,,,,To D25 DUKE,,,", , , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs UVA,311.79330917066653,7.3650166636670065,BB DUKE,3,,,,,,,,,,,,,NewBS D25 DUKE,,BS 1,,,,,,,Sideline,,,,,,,,,,To D25 DUKE,,,", , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs UVA,325.9705243763328,6.7654115000003685,BB DUKE,4,,,,,,BW A25 UVA,BL D25 DUKE,,,,,,,,BS 1,,,,,,"Turnover, Interception",,,,,,,,,,,To D25 DUKE,,,", , , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs UVA,377.1390846493332,16.029079256999523,BB DUKE,5,,,,,,BW DMid UVA,BL AMid DUKE,,,,,,,,BS 3,,,,,,"End Line, Turnover",,,,,,,,,,,To AMid DUKE,,,", , , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW3 DUKE, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs UVA,492.7543333916663,9.73347020600005,BB DUKE,6,,,,,,,,,,TOW A25 UVA,TO D25 DUKE,,,,BS 1,,,,,,"Turnover, Foul Against",,,,,,,,,,,To D25 DUKE,,,", , , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs UVA,652.966032847999,21.96747489100096,BB DUKE,7, ,,,,,BW D25 UVA,BL A25 DUKE,,,,,,,,,Right,"From D25 DUKE, From D25 DUKE, From DMid DUKE, From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Turnover, Interception",,,,,,,,,,,"To D25 DUKE, To DMid DUKE, To AMid DUKE, To A25 DUKE, To Circle DUKE",,,", , , , , , , , , Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, Start Interception, BW1 DUKE, Start D25 DUKE, Regular Season, In Conf",,
Duke vs UVA,700.9292425479995,7.798589917000186,BB DUKE,8,,,,,,,,,,TOW A25 UVA,TO D25 DUKE,,,,BS 1,,,,,,"Turnover, Foul Against",,,,,,,,,,,To D25 DUKE,,,", , , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs UVA,715.3121477059992,19.316163942000685,BB DUKE,9,,,,,,BW AMid UVA,BL DMid DUKE,,,,,,,,BS 2,,"From DMid DUKE, From D25 DUKE",,,,"Turnover, Interception",,,,,,,,,,,"To DMid DUKE, To D25 DUKE, To DMid DUKE",,,", , , , , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs UVA,832.5235372196654,15.643624204001185,BB DUKE,10,,,,,,BW AMid UVA,BL DMid DUKE,,,,,,,,BS 1,,From D25 DUKE,,,,"Turnover, Duel Lost",,,,,,,,,,,"To D25 DUKE, To DMid DUKE",,,", , , , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs UVA,868.5616333016659,10.830363043000489,BB DUKE,11,,,,,,,,,,TOW A25 UVA,TO D25 DUKE,,,,BS 1,,From D25 DUKE,,,,"Turnover, Foul Against",,,,,,,,,,,"To D25 DUKE, To DMid DUKE",,,", , , , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs UVA,923.4362082926662,9.373656527999856,BB DUKE,12,,,,,,,,,,TOW AMid UVA,TO DMid DUKE,,,,BS 2,,,,,,"Turnover, Ball Out",,,,,,,,,,,To DMid DUKE,,,", , , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW2 DUKE, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs UVA,969.7240456029994,21.833857895999813,BB DUKE,13,,,,,,BW A25 UVA,BL D25 DUKE,,,,,,,,BS,,"From D25 DUKE, From DMid DUKE, From D25 DUKE",,,,"Turnover, Duel Lost",,,,,,,,,,,"To D25 DUKE, To DMid DUKE, To D25 DUKE, To DMid DUKE",,,", , , , , , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW1 DUKE, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
